,User,Score
133,zenorocha,346.62280701754383
134,contra,20.579234972677597
135,jaredhanson,74.46233766233766
136,radar,33.87826086956522
137,bevacqua,155.19310344827585
138,xudafeng,14.232
139,j2kun,6.284403669724771
140,dominictarr,19.408092485549133
141,avelino,301.8346456692913
142,vinta,1830.34375
143,developit,211.0808823529412
144,ashleygwilliams,4.295384615384616
145,ashfurrow,30.491803278688526
146,f,31.81188118811881
147,onevcat,206.3397435897436
148,toddmotto,771.8026315789474
149,gdi2290,25.742550655542313
150,EisenbergEffect,6.666666666666667
151,ankane,190.66844919786095
152,keijiro,57.44631578947369
153,nolimits4web,1338.9285714285713
154,davidfowl,13.014598540145986
155,biezhi,86.24418604651163
156,LeaVerou,388.88524590163934
157,davidtmiller,5.833333333333333
158,odersky,16.11111111111111
159,vhf,14.134453781512605
160,soffes,132.41059602649005
161,mxstbr,24.79144385026738
162,Jinjiang,18.104477611940297
163,happypeter,9.904761904761905
164,yeasy,218.59459459459458
165,mafintosh,55.02278820375335
166,vczh,347.3333333333333
167,Draveness,401.3333333333333
168,ded,437.0
169,vladikoff,19.046875
170,bnoordhuis,25.67391304347826
171,jendewalt,196.66666666666666
172,jessfraz,115.96330275229357
173,indutny,27.14144736842105
174,olivergierke,20.986842105263158
175,i5ting,11.252415458937199
176,laanwj,5.5
177,drakeet,258.5652173913044
178,thejameskyle,0.0
179,ahmetb,57.34108527131783
180,sdiehl,68.87777777777778
181,jaywcjlove,476.77027027027026
182,gitster,65.22222222222223
183,djspiewak,16.714285714285715
184,evilsocket,119.25925925925925
185,mariotaku,15.711340206185566
186,shama,15.884931506849314
187,CamDavidsonPilon,335.537037037037
188,dsyer,6.124497991967871
189,winterbe,291.5681818181818
190,dennybritz,437.0192307692308
191,arun-gupta,15.111888111888112
192,maryrosecook,25.57051282051282
193,killme2008,31.944
194,IanLunn,1402.0
195,ruanyf,1261.5471698113208
196,binux,855.7
197,nfultz,2.5875
198,leah,128.94736842105263
199,suissa,3.4018691588785046
200,anishathalye,225.2280701754386
201,pkrumins,30.375
202,isaacs,55.0455764075067
203,staltz,59.31799163179916
204,KittenYang,107.6875
205,leebyron,38.77647058823529
206,fengmk2,2.811224489795918
207,passy,12.73134328358209
208,gorhill,850.9583333333334
209,phuslu,7.443037974683544
210,mrmrs,60.233050847457626
211,siddontang,61.125
212,daylerees,388.0625
213,weavejester,87.58041958041959
214,zce,23.27810650887574
215,philsturgeon,47.43835616438356
216,oldratlee,151.11627906976744
217,josephmisiti,191.53092783505156
218,atian25,32.810810810810814
219,ebidel,93.08219178082192
220,overtrue,307.7536231884058
221,connors,643.7857142857143
222,eliben,119.56756756756756
223,Seldaek,76.45360824742268
224,joyeecheung,5.159090909090909
225,bailicangdu,3503.5384615384614
226,nikic,281.7142857142857
227,codahale,49.775510204081634
228,amitshekhariitbhu,476.27027027027026
229,rakyll,91.99425287356321
230,junyanz,1373.0714285714287
231,simurai,18.246153846153845
232,nicolasgramlich,54.09090909090909
233,shiffman,61.51428571428571
234,purcell,8.361022364217252
235,evanphx,18.207142857142856
236,ericelliott,58.22314049586777
237,matyhtf,192.45
238,StephenGrider,177.72093023255815
239,AdamBien,22.8375
240,rtomayko,345.2916666666667
241,tomchristie,33.3235294117647
242,be5invis,162.2549019607843
243,amueller,68.00636942675159
244,dead-horse,7.11864406779661
245,remy,126.82008368200837
246,Unknwon,624.1666666666666
247,jiyinyiyong,1.376543209876543
248,Shougo,343.73015873015873
249,arunoda,25.49787234042553
250,benoitc,46.84834123222749
251,ask,18.814814814814813
252,JohnSundell,322.0408163265306
253,Raynos,11.949740034662046
254,samuelclay,197.07407407407408
255,unicodeveloper,43.197278911564624
