,User,Score
0,fabpot,25.63888888888889
1,andrew,3.2467105263157894
2,taylorotwell,4.5
3,egoist,36.672672672672675
4,HugoGiraudel,152.775
5,ornicar,22.085714285714285
6,bebraw,37.21854304635762
7,nelsonic,1.6830188679245284
8,alexcrichton,15.421364985163205
9,jonathanong,11.985074626865671
10,mikermcneil,3.074626865671642
11,benbalter,26.49047619047619
12,jxnblk,100.77338129496403
13,yegor256,47.06896551724138
14,orta,13.056360708534621
15,rstacruz,98.98315789473685
16,GrahamCampbell,114.62068965517241
17,afc163,6.0
18,kamranahmedse,2275.1363636363635
19,joshaber,66.02173913043478
20,bkeepers,44.171597633136095
21,kennethreitz,627.6969696969697
22,kytrinyx,5.696428571428571
23,STRML,36.34097421203438
24,atmos,19.258823529411764
25,weierophinney,3.4741035856573705
26,agentzh,25.403225806451612
27,steipete,401.6136363636364
28,ai,281.864406779661
29,mikepenz,420.07272727272726
30,nvie,181.23664122137404
31,hadley,54.179245283018865
32,appleboy,15.25062656641604
33,Rich-Harris,41.26470588235294
34,drnic,8.577861163227016
35,rafaelfranca,5.736111111111111
36,Ocramius,20.4
37,mitchellh,163.62105263157895
38,stof,3.200445434298441
39,IgorMinar,9.59375
40,phodal,136.73646209386283
41,jwiegley,28.814814814814813
42,geerlingguy,80.82125603864735
43,dcramer,38.99382716049383
44,sebastianbergmann,1388.1833333333334
45,brunocvcunha,8.661971830985916
46,ljharb,19.221153846153847
47,jdalton,18.0
48,sevilayha,0.625
49,paulmillr,199.66666666666666
50,tmm1,40.825688073394495
51,c9s,14.881481481481481
52,zcbenz,71.61290322580645
53,holman,285.80392156862746
54,kevinsawicki,23.454054054054055
55,yihui,64.70930232558139
56,buckyroberts,173.91176470588235
57,kbrsh,73.34074074074074
58,dmalan,0.48148148148148145
59,mhevery,39.51923076923077
60,mgechev,125.75619834710744
61,kylef,215.96774193548387
62,chjj,290.85074626865674
63,ayende,24.572916666666668
64,mcollina,20.876777251184834
65,mdo,481.675
66,yoshuawuyts,10.09700427960057
67,muan,74.80392156862744
68,kentcdodds,48.00835073068894
69,jskeet,22.11111111111111
70,mitsuhiko,66.78787878787878
71,steveklabnik,6.111959287531807
72,hzoo,7.943181818181818
73,Caged,24.958677685950413
74,dlew,69.70588235294117
75,technoweenie,44.67261904761905
76,gaearon,131.75109170305677
77,soumith,77.02777777777777
78,feross,143.66666666666666
79,michalbe,5.698630136986301
80,brianleroux,24.559782608695652
81,willdurand,67.95833333333333
82,alexjlockwood,163.35714285714286
83,matsko,17.37037037037037
84,stefanpenner,16.95985401459854
85,adamwathan,23.130769230769232
86,Haacked,29.381818181818183
87,curran,19.576719576719576
88,rauchg,119.42727272727272
89,ianstormtaylor,89.9945652173913
90,KrauseFx,101.65486725663717
91,tj,363.63940520446096
92,jgm,236.68493150684932
93,jverkoey,193.96153846153845
94,chenglou,144.92957746478874
95,DataTables,65.1171875
96,SamyPesse,300.5753424657534
97,mjhea0,7.510086455331412
98,0x00A,0.0
99,tmcw,50.070422535211264
100,brentvatne,12.629737609329446
101,carpedm20,117.42934782608695
102,benjamn,26.503496503496503
103,notwaldorf,125.98701298701299
104,miyagawa,12.943181818181818
105,rnystrom,110.609375
106,photonstorm,794.3529411764706
107,mattn,19.56537618699781
108,dougwilson,9.1
109,JakeWharton,1072.96
110,yyx990803,42.554794520547944
111,krzysztofzablocki,503.13157894736844
112,eduardolundgren,217.67567567567568
113,vjeux,7.921875
114,mxcl,357.6060606060606
115,domenic,37.157303370786515
116,alex,69.81218274111676
117,mrdoob,1597.2
118,josegonzalez,6.858433734939759
119,fzaninotto,538.5909090909091
120,pissang,47.59322033898305
121,jamesmontemagno,31.983606557377048
122,paulcbetts,10.566539923954373
123,paulirish,62.18248175182482
124,samdark,31.75
125,madskristensen,31.649769585253456
126,sokra,6.263736263736264
127,marijnh,84.15
128,alanhamlett,7.617647058823529
129,wesm,96.01041666666667
130,josevalim,98.1304347826087
131,jennybc,11.751908396946565
132,BurntSushi,188.79856115107913
